Y,X,H
39475655,3849597,432.49336039686
39475688.882206,3849597,431.68659198655
39475722.764411,3849597,430.87286855128
39475756.646617,3849597,430.05214090639
39475790.528822,3849597,429.22436163475
39475824.411028,3849597,428.38948525874
39475858.293233,3849597,427.54746842236
39475892.175439,3849597,426.69827008539
39475926.057644,3849597,425.84185172666
39475959.93985,3849597,424.97817755968
39475993.822055,3849597,424.10721475872
39476027.704261,3849597,423.22893369877
39476061.586466,3849597,422.34330820602
39476095.468672,3849597,421.45031582085
39476129.350877,3849597,420.54993807533
39476163.233083,3849597,419.64216078181
39476197.115288,3849597,418.72697433462
39476230.997494,3849597,417.80437402642
39476264.879699,3849597,416.87436037591
39476298.761905,3849597,415.93693946809
39476332.64411,3849597,414.99212330896
39476366.526316,3849597,414.03993019036
39476400.408521,3849597,413.08038506612
39476434.290727,3849597,412.11351994077
39476468.172932,3849597,411.13937426571
39476502.055138,3849597,410.1579953449
39476535.937343,3849597,409.16943874617
39476569.819549,3849597,408.17376871957
39476603.701754,3849597,407.17105861673
39476637.58396,3849597,406.16139131049
39476671.466165,3849597,405.14485961398
39476705.348371,3849597,404.12156669187
39476739.230576,3849597,403.09162646202
39476773.112782,3849597,402.05516398517
39476806.994987,3849597,401.01231583398
39476840.877193,3849597,399.96323043801
39476874.759398,3849597,398.90806840081
39476908.641604,3849597,397.84700277834
39476942.52381,3849597,396.78021931514
39476976.406015,3849597,395.70791662792
39477010.288221,3849597,394.63030633203
39477044.170426,3849597,393.54761309735
39477078.052632,3849597,392.46007462659
39477111.934837,3849597,391.36794154816
39477145.817043,3849597,390.27147720931
39477179.699248,3849597,389.17095736118
39477213.581454,3849597,388.06666972746
39477247.463659,3849597,386.95891344196
39477281.345865,3849597,385.84799834684
39477315.22807,3849597,384.73424414434
39477349.110276,3849597,383.61797938833
39477382.992481,3849597,382.49954031023
39477416.874687,3849597,381.37926947478
39477450.756892,3849597,380.25751425621
39477484.639098,3849597,379.13462513573
39477518.521303,3849597,378.01095381695
39477552.403509,3849597,376.88685116516
39477586.285714,3849597,375.76266497085
39477620.16792,3849597,374.6387375478
39477654.050125,3849597,373.51540317954
39477687.932331,3849597,372.39298542463
39477721.814536,3849597,371.27179430118
39477755.696742,3849597,370.15212337457
39477789.578947,3849597,369.03424676814
39477823.461153,3849597,367.91841612636
39477857.343358,3849597,366.80485756143
39477891.225564,3849597,365.69376860919
39477925.107769,3849597,364.58531522717
39477958.989975,3849597,363.47962886683
39477992.87218,3849597,362.37680364405
39478026.754386,3849597,361.27689363734
39478060.636591,3849597,360.17991033331
39478094.518797,3849597,359.08582024099
39478128.401003,3849597,357.99454268282
39478162.283208,3849597,356.90594777158
39478196.165414,3849597,355.81985457626
39478230.047619,3849597,354.73602946818
39478263.929825,3849597,353.65418464011
39478297.81203,3849597,352.57397678742
39478331.694236,3849597,351.49500593213
39478365.576441,3849597,350.41681437752
39478399.458647,3849597,349.33888578407
39478433.340852,3849597,348.26064435779
39478467.223058,3849597,347.18145416047
39478501.105263,3849597,346.10061855945
39478534.987469,3849597,345.01737986007
39478568.869674,3849597,343.93091917857
39478602.75188,3849597,342.84035664733
39478636.634085,3849597,341.74475207454
39478670.516291,3849597,340.6431062073
39478704.398496,3849597,339.53436278711
39478738.280702,3849597,338.41741162031
39478772.162907,3849597,337.29109290883
39478806.045113,3849597,336.15420311692
39478839.927318,3849597,335.00550266287
39478873.809524,3849597,333.84372571828
39478907.691729,3849597,332.6675923862
39478941.573935,3849597,331.47582348979
39478975.45614,3849597,330.2671581315
39479009.338346,3849597,329.04037409867
39479043.220551,3849597,327.79431106321
39479077.102757,3849597,326.52789638167
39479110.984962,3849597,325.240173121
39479144.867168,3849597,323.93032975517
39479178.749373,3849597,322.59773078585
39479212.631579,3849597,321.24194734911
39479246.513784,3849597,319.8627867196
39479280.39599,3849597,318.46031950781
39479314.278195,3849597,317.03490328077
39479348.160401,3849597,315.58720135903
39479382.042607,3849597,314.11819563812
39479415.924812,3849597,312.62919245036
39479449.807018,3849597,311.12182074605
39479483.689223,3849597,309.59802217767
39479517.571429,3849597,308.06003303324
39479551.453634,3849597,306.51035832192
39479585.33584,3849597,304.95173867908
39479619.218045,3849597,303.38711107519
39479653.100251,3849597,301.8195645584
39479686.982456,3849597,300.25229244924
39479720.864662,3849597,298.68854250064
39479754.746867,3849597,297.13156653743
39479788.629073,3849597,295.58457103226
39479822.511278,3849597,294.0506699426
39479856.393484,3849597,292.53284094313
39479890.275689,3849597,291.03388598335
39479924.157895,3849597,289.55639687004
39479958.0401,3849597,288.10272633467
39479991.922306,3849597,286.67496483741
39480025.804511,3849597,285.27492315101
39480059.686717,3849597,283.90412060344
39480093.568922,3849597,282.56377870385
39480127.451128,3849597,281.25481977242
39480161.333333,3849597,279.97787011158
39480195.215539,3849597,278.73326719297
39480229.097744,3849597,277.52107031254
39480262.97995,3849597,276.34107415674
39480296.862155,3849597,275.19282472442
39480330.744361,3849597,274.07563707965
39480364.626566,3849597,272.98861444378
39480398.508772,3849597,271.93066817001
39480432.390977,3849597,270.90053819665
39480466.273183,3849597,269.89681362411
39480500.155388,3849597,268.9179531032
39480534.037594,3849597,267.96230477945
39480567.919799,3849597,267.02812557791
39480601.802005,3849597,266.11359966226
39480635.684211,3849597,265.21685593453
39480669.566416,3849597,264.33598448324
39480703.448622,3849597,263.46905191917
39480737.330827,3849597,262.61411556
39480771.213033,3849597,261.76923645392
39480805.095238,3849597,260.93249125134
39480838.977444,3849597,260.10198294491
39480872.859649,3849597,259.27585051582
39480906.741855,3849597,258.45227753372
39480940.62406,3849597,257.62949975974
39480974.506266,3849597,256.80581181339
39481008.388471,3849597,255.97957296174
39481042.270677,3849597,255.14921209558
39481076.152882,3849597,254.313231951
39481110.035088,3849597,253.47021263836
39481143.917293,3849597,252.61881453885
39481177.799499,3849597,251.75778062077
39481211.681704,3849597,250.88593822969
39481245.56391,3849597,250.00220040285
39481279.446115,3849597,249.10556674934
39481313.328321,3849597,248.19512393896
39481347.210526,3849597,247.27004583872
39481381.092732,3849597,246.32959332704
39481414.974937,3849597,245.37311381728
39481448.857143,3849597,244.40004051916
39481482.739348,3849597,243.4098914576
39481516.621554,3849597,242.402268273
39481550.503759,3849597,241.37685481846
39481584.385965,3849597,240.33341557342
39481618.26817,3849597,239.27179388352
39481652.150376,3849597,238.19191004087
39481686.032581,3849597,237.09375921792
39481719.914787,3849597,235.97740926079
39481753.796992,3849597,234.84299835309
39481787.679198,3849597,233.69073256115
39481821.561404,3849597,232.52088326449
39481855.443609,3849597,231.33378448174
39481889.325815,3849597,230.1298301024
39481923.20802,3849597,228.90947102787
39481957.090226,3849597,227.67321223429
39481990.972431,3849597,226.42160976293
39482024.854637,3849597,225.15526765149
39482058.736842,3849597,223.87483481119
39482092.619048,3849597,222.58100186178
39482126.501253,3849597,221.27449793794
39482160.383459,3849597,219.95608747282
39482194.265664,3849597,218.62656697264
39482228.14787,3849597,217.28676179662
39482262.030075,3849597,215.93752294879
39482295.912281,3849597,214.57972389646
39482329.794486,3849597,213.21425742975
39482363.676692,3849597,211.84203256889
39482397.558897,3849597,210.46397153355
39482431.441103,3849597,209.08100678828
39482465.323308,3849597,207.69407816906
